Strategy,Date,Original Cash Weight,New Cash Weight,Cash Reallocated,Original Non-SHY Weight,New Non-SHY Weight,Active Non-SHY Assets Used,Redistribution Method,Total Weight After
Trend + Inv Vol + Vol Cap,2024-02-29,0.16666666666666674,0.1,0.06666666666666674,0.8333333333333333,0.8999999999999999,9,Pro-rata existing non-SHY weights,0.9999999999999999
Trend + Inv Vol,2024-03-31,0.2333333333333334,0.1,0.1333333333333334,0.7666666666666666,0.9000000000000001,10,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol + Vol Cap,2024-03-31,0.2333333333333334,0.1,0.1333333333333334,0.7666666666666666,0.9000000000000001,10,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol,2024-04-30,0.29999999999999993,0.1,0.19999999999999993,0.7000000000000001,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2024-04-30,0.2999999999999998,0.1,0.19999999999999982,0.7000000000000001,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2024-05-31,0.16666666666666677,0.1,0.06666666666666676,0.8333333333333333,0.9000000000000002,10,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol + Vol Cap,2024-05-31,0.16666666666666685,0.1,0.06666666666666685,0.8333333333333333,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2024-06-30,0.33333333333333337,0.1,0.23333333333333336,0.6666666666666666,0.9,9,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2024-06-30,0.33333333333333326,0.1,0.23333333333333325,0.6666666666666666,0.9,9,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2024-10-31,0.16666666666666663,0.1,0.06666666666666662,0.8333333333333334,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2024-10-31,0.16666666666666652,0.1,0.06666666666666651,0.8333333333333334,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2024-11-30,0.2333333333333334,0.1,0.1333333333333334,0.7666666666666666,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2024-11-30,0.2333333333333334,0.1,0.1333333333333334,0.7666666666666666,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2024-12-31,0.46666666666666656,0.1,0.3666666666666666,0.5333333333333334,0.9,9,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2024-12-31,0.46666666666666656,0.1,0.3666666666666666,0.5333333333333334,0.9,9,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2025-01-31,0.33333333333333326,0.1,0.23333333333333325,0.6666666666666667,0.9000000000000001,8,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol + Vol Cap,2025-01-31,0.33333333333333326,0.1,0.23333333333333325,0.6666666666666667,0.9000000000000001,8,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol,2025-02-28,0.16666666666666682,0.1,0.06666666666666682,0.833333333333333,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2025-02-28,0.16666666666666663,0.1,0.06666666666666662,0.8333333333333331,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2025-03-31,0.2666666666666667,0.1,0.1666666666666667,0.7333333333333333,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2025-03-31,0.2666666666666666,0.1,0.1666666666666666,0.7333333333333333,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2025-04-30,0.30000000000000004,0.1,0.20000000000000004,0.7,0.9,9,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2025-04-30,0.30000000000000004,0.1,0.20000000000000004,0.7,0.9,9,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2025-05-31,0.40000000000000013,0.1,0.30000000000000016,0.5999999999999999,0.9,8,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2025-05-31,0.40000000000000013,0.1,0.30000000000000016,0.5999999999999999,0.9,8,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2025-06-30,0.13333333333333353,0.1,0.03333333333333352,0.8666666666666665,0.8999999999999999,10,Pro-rata existing non-SHY weights,0.9999999999999999
Trend + Inv Vol + Vol Cap,2025-06-30,0.13333333333333353,0.1,0.03333333333333352,0.8666666666666665,0.8999999999999999,10,Pro-rata existing non-SHY weights,0.9999999999999999
Trend + Inv Vol,2025-07-31,0.13333333333333333,0.1,0.033333333333333326,0.8666666666666668,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2025-07-31,0.13333333333333341,0.1,0.03333333333333341,0.8666666666666667,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol,2026-03-31,0.3000000000000001,0.1,0.2000000000000001,0.7,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2026-03-31,0.30000000000000016,0.1,0.20000000000000015,0.7,0.8999999999999999,10,Pro-rata existing non-SHY weights,0.9999999999999999
Trend + Inv Vol,2026-04-30,0.19999999999999998,0.1,0.09999999999999998,0.8,0.9000000000000001,10,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol + Vol Cap,2026-04-30,0.20000000000000007,0.1,0.10000000000000006,0.8,0.9000000000000001,10,Pro-rata existing non-SHY weights,1.0000000000000002
Trend + Inv Vol,2026-05-31,0.2333333333333334,0.1,0.1333333333333334,0.7666666666666666,0.9,10,Pro-rata existing non-SHY weights,1.0
Trend + Inv Vol + Vol Cap,2026-05-31,0.2333333333333334,0.1,0.1333333333333334,0.7666666666666666,0.9,10,Pro-rata existing non-SHY weights,1.0
