Date,SPY,EFA,EEM,IEF,TLT,LQD,HYG,GLD,DBC,VNQ,SHY
2008-04-30,0.04766279039605159,0.05438090633811288,0.09138230928020574,-0.02417321830170993,-0.02486271369549553,0.012447597440499392,0.03397023127849352,-0.0415883418198143,0.060385735128084095,0.06379236130174104,-0.008375458321137508
2008-05-31,0.015116101411910998,0.011871796830523529,0.031638195690987025,-0.017776143856992443,-0.026882585532973402,-0.022051867669256042,-0.00508543586430088,0.009232491728512704,0.06907444747510838,-0.002109218450270789,-0.003461535012785011
2008-06-30,-0.08357558701036516,-0.08786803619689088,-0.09269494858826233,0.011460095960324157,0.02653554331431085,-0.012918380807873442,-0.036746939244683086,0.0451687217321981,0.10431576370347706,-0.10615375526881365,0.0024561834128200566
2008-07-31,-0.008985745534279665,-0.0332021861648133,-0.05503993510178995,0.007205586794504448,-0.0036734446856588887,0.003902861448718431,0.005903762955286718,-0.014442009549097135,-0.09781152204137578,0.031153703751398254,0.004341751386770287
2008-08-31,0.015453551644578178,-0.04247626525735715,-0.06315795196508922,0.01526589529556821,0.027392442085841573,0.0014466824272962864,-0.008978716164724898,-0.09291743535130015,-0.06534647411102745,0.023738286929491315,0.004663684567368431
2008-09-30,-0.09417341535746271,-0.11436210883517106,-0.1468166536417026,-0.0014024870744657747,0.014760855244825288,-0.10730398346361314,-0.10655839867387917,0.04112104574714248,-0.10248947966785249,-0.001237252312336734,0.0077795094219828
2008-10-31,-0.16518665405316835,-0.2083483076688354,-0.2557797880762591,-0.008629582840809835,-0.018607749823554398,-0.01941064280224236,-0.11449986208335405,-0.1613965370422935,-0.25081141777857463,-0.31726971242726454,0.011046777475308023
2008-11-30,-0.06960716342844675,-0.06371988408901286,-0.09752253465268967,0.07753885401489624,0.14341324758327434,0.033537741522335685,-0.07095912314386543,0.1257359360970265,-0.1236707617497087,-0.2271741045157356,0.011052403893095475
2008-12-31,0.00979686203420016,0.08868420841796998,0.10333526412374994,0.05156144755373204,0.13652460925273768,0.13814405869039414,0.16766337351414395,0.07732535516442862,-0.032621744602575276,0.16710938131059727,0.005631325739997806
2009-01-31,-0.08211419973959855,-0.13731633168817792,-0.09291140786883412,-0.03887183697712404,-0.13070862965712626,-0.018003410324878732,-0.010130903651697554,0.055362934597515734,-0.04436047934703835,-0.17530868239785435,-0.004370905197012553
2009-02-28,-0.10744935075534778,-0.10387562144125406,-0.06269331556755997,-0.007348701057380724,-0.015319140765890582,-0.052039405940652594,-0.09715770913360222,0.014456244990885603,-0.05629638129785752,-0.20525642562446722,-0.0014495969371896011
2009-03-31,0.08331066657211905,0.08390953141665869,0.16862924622242415,0.03313703048691763,0.040473014917317585,0.004718140977467478,0.01907369824330085,-0.025369734900152596,0.046572476132336504,0.03641453734625455,0.0049934107049165455
2009-04-30,0.09934617407459867,0.11519062423576676,0.1555826533051885,-0.027451490305622994,-0.06952051468300013,0.027767813931421248,0.13846029608246924,-0.03334074188003566,-0.001000106485508967,0.3068366969934344,-0.0016509775084715406
2009-05-31,0.058453618459718415,0.13191790771721013,0.15939994594450568,-0.020773509081906782,-0.036949029650785725,0.023168269127189278,0.028553871415275323,0.10232612179073897,0.1626627251673689,0.02615828366534445,0.0005601759301432363
2009-06-30,-0.0006545609644559303,-0.01404911893303551,-0.022494695324908776,-0.0055716723962334624,0.007511491250401514,0.028914367383312545,0.03351799391756227,-0.052182918942994316,-0.026259031722788206,-0.03197029679701424,-0.0009425070688030557
2009-07-31,0.0746053090572294,0.10041451696885595,0.11014564678230565,0.00831637831914045,0.005760437033175414,0.04632626963737496,0.06919010669158343,0.023799058583926502,0.018567421000143636,0.10770704643054985,0.0011006289308175266
